Document_Id,Profile_Name,Title,Co_Authors,Title_Link,No_Of_Citations
1644,Bo Chen,Microstructural degradation of Ti-45Al-8Nb alloy during the fabrication process by electron beam melting,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/microstructural-degradation-of-ti-45al-8nb-alloy-during-the-fabri,"
30
"
1645,Bo Chen,The Effects of Inhomogeneous Microstructure and Loading Waveform on Creep-Fatigue Behaviour in a Forged and Precipitation Hardened Nickel-based Superalloy,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-inhomogeneous-microstructure-and-loading-waveform--2,"
14
"
1646,Bo Chen,On the evaluation of the Bauschinger effect in an austenitic stainless steel—The role of multiscale residual stresses,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/on-the-evaluation-of-the-bauschinger-effect-in-an-austenitic-stai-2,"
25
"
1647,Bo Chen,A review of the changes of internal state related to high temperature creep of polycrystalline metals and alloys,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/a-review-of-the-changes-of-internal-state-related-to-high-tempera-2,"
20
"
1648,Bo Chen,Internal strains between grains during creep deformation of an austenitic stainless steel,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/internal-strains-between-grains-during-creep-deformation-of-an-au-2,"
34
"
1649,Yu-Hua Chen,The EMI campus as site and source for a multimodal corpus: Issues and challenges of corpus construction at a Sino-British university,"Chen, Y-H.",https://pureportal.coventry.ac.uk/en/publications/the-emi-campus-as-site-and-source-for-a-multimodal-corpus-issues-,"
34
"
1650,Yu-Hua Chen,Transcribear – Introducing a secure online transcription and annotation tool,"Chen, Y-H.",https://pureportal.coventry.ac.uk/en/publications/transcribear-introducing-a-secure-online-transcription-and-annota,"
1
"
1651,Yu-Hua Chen,“I don’t have communicate ability”: Deviations in an L2 multimodal corpus of academic English from an EMI university in China – errors or ELF?,"Chen, Y-H.",https://pureportal.coventry.ac.uk/en/publications/i-dont-have-communicate-ability-deviations-in-an-l2-multimodal-co,"
106
"
1652,Yu-Hua Chen,"Investigating Criterial Discourse Features across Second Language Development: Lexical Bundles in Rated Learner Essays CEFR B1, B2 and C1.","Chen, Y-H.",https://pureportal.coventry.ac.uk/en/publications/investigating-criterial-discourse-features-across-second-language,"
204
"
1653,Yung-Fang Chen,Enhancing school safety through university engagement in DRR education,"Chen, Y. F.",https://pureportal.coventry.ac.uk/en/publications/enhancing-school-safety-through-university-engagement-in-drr-educ,"
2
"
1654,Yung-Fang Chen,A Case Study of University Involvement in Community-Based Reconstruction: The Coventry University Model,"Chen, Y. F.",https://pureportal.coventry.ac.uk/en/publications/a-case-study-of-university-involvement-in-community-based-reconst,"
3
"
1655,Yung-Fang Chen,How the Chinese government responded to the Wenchuan Earthquake,"Chen, Y. F.",https://pureportal.coventry.ac.uk/en/publications/how-the-chinese-government-responded-to-the-wenchuan-earthquake,"
1
"
1656,Yung-Fang Chen,Post-disaster reconstruction strategies: a case study in Taiwan,"Chen, Y. F.",https://pureportal.coventry.ac.uk/en/publications/post-disaster-reconstruction-strategies-a-case-study-in-taiwan,"
2
"
1657,Yung-Fang Chen,Post disaster reconstruction in Taiwan,"Chen, Y. F.",https://pureportal.coventry.ac.uk/en/publications/post-disaster-reconstruction-in-taiwan,"
10
"
1658,Sariya Cheruvallil-Contractor,Methodological Eclecticism: Feminist-Pragmatist Reflections on 4 Re/centering Muslims in Research about Islam,"Cheruvallil-Contractor, S.",https://pureportal.coventry.ac.uk/en/publications/methodological-eclecticism-feminist-pragmatist-reflections-on-4-r,"
3
"
1659,Sariya Cheruvallil-Contractor,"The Salience of Islam to Muslim Heritage Children’s Experiences of Identity, Family, and Well-Being in Foster Care","Cheruvallil-Contractor, S.",https://pureportal.coventry.ac.uk/en/publications/the-salience-of-islam-to-muslim-heritage-childrens-experiences-of,"
3
"
1660,Sariya Cheruvallil-Contractor,Islam on Campus: Contested Identities and the Cultures of Higher Education in Britain,"Cheruvallil-Contractor, S.",https://pureportal.coventry.ac.uk/en/publications/islam-on-campus-contested-identities-and-the-cultures-of-higher-e,"
9
"
1661,Anitha Chinnaswamy,Exploitation and exploration of knowledge: An ambidextrous context for the successful adoption of telemedicine technologies,"Chinnaswamy, A.",https://pureportal.coventry.ac.uk/en/publications/exploitation-and-exploration-of-knowledge-an-ambidextrous-context,"
8
"
1662,Anitha Chinnaswamy,"Big data visualisation, geographic information systems and decision making in healthcare management","Chinnaswamy, A.",https://pureportal.coventry.ac.uk/en/publications/big-data-visualisation-geographic-information-systems-and-decisio,"
2
"
1663,Anitha Chinnaswamy,Policy Recommendations for New Business Models for Intelligent Transport Systems,"Chinnaswamy, A.",https://pureportal.coventry.ac.uk/en/publications/policy-recommendations-for-new-business-models-for-intelligent-tr,"
4
"
1664,Anitha Chinnaswamy,Strategic Decision Making for Environmental Health Impact: The 5-I Model,"Chinnaswamy, A.",https://pureportal.coventry.ac.uk/en/publications/strategic-decision-making-for-environmental-health-impact-the-5-i,"
1
"
1665,Kubra Choudhry,"Assessing the knowledge and confidence to perform breastfeeding practices in the neonatal unit – A case study of the use of the Neonatal Unit Clinician Assessment Tool (NUCAT) in Coventry, England","Anwar, K.",https://pureportal.coventry.ac.uk/en/publications/assessing-the-knowledge-and-confidence-to-perform-breastfeeding-p-2,"
5
"
1666,Kubra Choudhry,Parental views on informed consent for expanded newborn screening,"Anwar, K.",https://pureportal.coventry.ac.uk/en/publications/parental-views-on-informed-consent-for-expanded-newborn-screening-2,"
19
"
1667,Kubra Choudhry,Perceived barriers to self-management for people with dementia in the early stages,"Anwar, K.",https://pureportal.coventry.ac.uk/en/publications/perceived-barriers-to-self-management-for-people-with-dementia-in-2,"
33
"
1668,Kubra Choudhry,Religion versus culture: Pakistani Women's experiences of infant feeding,"Anwar, K.",https://pureportal.coventry.ac.uk/en/publications/religion-versus-culture-pakistani-womens-experiences-of-infant-fe-2,"
35
"
1669,Kubra Choudhry,‘Breast is not always best’: South Asian women's experiences of infant feeding in the UK within an acculturation framework,"Anwar, K.",https://pureportal.coventry.ac.uk/en/publications/breast-is-not-always-best-south-asian-womens-experiences-of-infan-2,"
49
"
1670,Jesper Christensen,A Method to Calculate the AIS Trauma Score from a Finite Element Model,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/a-method-to-calculate-the-ais-trauma-score-from-a-finite-element-,"
1
"
1671,Jesper Christensen,Automated Post-Processing for Sheet Metal Component Manufacturing,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/automated-post-processing-for-sheet-metal-component-manufacturing,"
5
"
1672,Jesper Christensen,Crashworthy structures for future vehicle architecture of autonomous pods and heavy quadricycles on public roads: A review,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/crashworthy-structures-for-future-vehicle-architecture-of-autonom,"
11
"
1673,Jesper Christensen,A Minimum Area Discrepancy Method (MADM) for Force Displacement Response Correlation,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/a-minimum-area-discrepancy-method-madm-for-force-displacement-res,"
1
"
1674,Jesper Christensen,Deployment of HyperWorks for Undergraduate Teaching,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/deployment-of-hyperworks-for-undergraduate-teaching,"
4
"
1675,Jesper Christensen,Review of Topology Optimisation Refinement Processes for Sheet Metal Manufacturing in the Automotive Industry,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/review-of-topology-optimisation-refinement-processes-for-sheet-me,"
2
"
1676,Jesper Christensen,Investigation of baffle configuration effect on the performance of exhaust mufflers,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/investigation-of-baffle-configuration-effect-on-the-performance-o,"
16
"
1677,Jesper Christensen,Nonlinear Optimization of Vehicle Safety Structures: Modeling of Structures Subjected to Large Deformations,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/nonlinear-optimization-of-vehicle-safety-structures-modeling-of-s,"
4
"
1678,Jesper Christensen,Characterisation of vibration input to flywheel used on urban bus,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/characterisation-of-vibration-input-to-flywheel-used-on-urban-bus-2,"
18
"
1679,Jesper Christensen,The Effect of Composite Structure Characteristics on Normalised Maximum Principal Stress under Transverse Tension and Shear of a Unidirectional Carbon Fibre Reinforced Composite,"Bastien, C.",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-composite-structure-characteristics-on-normalised-m,"
3
"
1680,Stavros Christopoulos,A Quaternion Gated Recurrent Unit Neural Network for Sensor Fusion,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/a-quaternion-gated-recurrent-unit-neural-network-for-sensor-fusio,"
1
"
1681,Stavros Christopoulos,Learning Uncertainties in Wheel Odometry for Vehicular Localisation in GNSS Deprived Environments,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/learning-uncertainties-in-wheel-odometry-for-vehicular-localisati,"
1
"
1682,Stavros Christopoulos,Substitutional carbon-dioxygen center in irradiated silicon,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/substitutional-carbon-dioxygen-center-in-irradiated-silicon,"
2
"
1683,Stavros Christopoulos,"A perspective on MXenes: Their synthesis, properties, and recent applications","Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/a-perspective-on-mxenes-their-synthesis-properties-and-recent-app,"
2
"
1684,Stavros Christopoulos,Chemically stable new MAX phase V2SnC: a damage and radiation tolerant TBC material,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/chemically-stable-new-max-phase-v2snc-a-damage-and-radiation-tole,"
3
"
1685,Stavros Christopoulos,Detrended fluctuation analysis of seismicity and order parameter fluctuations before the M7.1 Ridgecrest earthquake,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/detrended-fluctuation-analysis-of-seismicity-and-order-parameter-,"
2
"
1686,Stavros Christopoulos,Elastic behaviour and radiation tolerance in Nb-based 211 MAX phases,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/elastic-behaviour-and-radiation-tolerance-in-nb-based-211-max-pha,"
7
"
1687,Stavros Christopoulos,Electronegativity and doping in Si1-xGex alloys,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/electronegativity-and-doping-in-si1-xgex-alloys,"
6
"
1688,Stavros Christopoulos,Natural Time Analysis: The Area under the Receiver Operating Characteristic Curve of the Order Parameter Fluctuations Minima Preceding Major Earthquakes,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/natural-time-analysis-the-area-under-the-receiver-operating-chara,"
3
"
1689,Stavros Christopoulos,On the Statistical Significance of the Variability Minima of the Order Parameter of Seismicity by Means of Event Coincidence Analysis,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/on-the-statistical-significance-of-the-variability-minima-of-the-,"
3
"
1690,Stavros Christopoulos,Probabilistic Analysis of Temporal and Sequential Aspects of Activities of Daily Living for Abnormal Behaviour Detection,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/probabilistic-analysis-of-temporal-and-sequential-aspects-of-acti,"
8
"
1691,Stavros Christopoulos,The Ci(SiI)n defect in neutron‑irradiated silicon,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/the-cisiin-defect-in-neutronirradiated-silicon,"
2
"
1692,Stavros Christopoulos,The Interstitial Carbon–Dioxygen Center in Irradiated Silicon,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/the-interstitial-carbondioxygen-center-in-irradiated-silicon,"
12
"
1693,Stavros Christopoulos,Vehicular localisation at high and low estimation rates during gnss outages: A deep learning approach,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/vehicular-localisation-at-high-and-low-estimation-rates-during-gn,"
3
"
1694,Stavros Christopoulos,312 MAX Phases: Elastic Properties and Lithiation,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/312-max-phases-elastic-properties-and-lithiation,"
15
"
1695,Stavros Christopoulos,312 MAX phases: Nuclear applications of M3AlC2,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/312-max-phases-nuclear-applications-of-m3alc2,"
9
"
1696,Stavros Christopoulos,Impact of local composition on the energetics of E-centres in Si1−xGex alloys,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/impact-of-local-composition-on-the-energetics-of-e-centres-in-si1,"
20
"
1697,Stavros Christopoulos,"Learning Driver Braking Behavior using Smartphones, Neural Networks and the Sliding Correlation Coefficient: Road Anomaly Case Study","Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/learning-driver-braking-behavior-using-smartphones-neural-network,"
1
"
1698,Stavros Christopoulos,Probabilistic Analysis of Abnormal Behaviour Detection in Activities of Daily Living,"Onyekpe, U. A.",https://pureportal.coventry.ac.uk/en/publications/probabilistic-analysis-of-abnormal-behaviour-detection-in-activit,"
26
"
